order_id,customer_id,city,state,pincode,correct_pincode,entered_address,corrected_address,correction_required,correction_type,correction_source,delivery_zone,address_accuracy_score,delivery_success,correction_timestamp,week_number,month,year
ORD009409,CUST00238,Mumbai,Maharashtra,400001,400001,"855, Park Street, Mumbai","855, Golden Road, Park Street, Mumbai",True,Missing Locality,Postal Database,Zone E,53.84,False,2024-07-17 04:01:00,29,7,2024
ORD009410,CUST00290,Mumbai,Maharashtra,480051,400051,"251, Golden Nagar, Dadar, Mumbai","251, Golden Nagar, Dadar, Mumbai",True,Pincode Mismatch,Customer Feedback,Zone E,49.19,True,2024-05-28 18:54:00,22,5,2024
ORD009411,CUST03655,Chennai,Tamil Nadu,600020,600020,"150, Blue Colony, Behala, Chennai","150, Blue Colony, Behala, Chennai",False,None,None,Zone E,93.16,True,2024-11-22 17:13:00,47,11,2024
ORD009412,CUST00489,Delhi,Delhi,110092,110092,"7225, Golden Lane, Jubilee Hills, Delhi","748, Golden Lane, Jubilee Hills, Delhi",True,Incorrect House Number,GPS Verification,Zone A,70.96,False,2024-07-17 06:39:00,29,7,2024
ORD009413,CUST00212,Nagpur,Maharashtra,440001,440001,"263, Kothrud, Nagpur","263, Park Chowk, Kothrud, Nagpur",True,Missing Locality,AI Model,Zone B,48.44,False,2024-06-02 23:29:00,22,6,2024
ORD009414,CUST03875,Nagpur,Maharashtra,440001,440001,"130, Golden Avenue, Gachibowli, Nagpur","130, Golden Avenue, Gachibowli, Nagpur",False,None,None,Zone E,91.35,True,2024-11-27 13:55:00,48,11,2024
ORD009415,CUST03354,Indore,Madhya Pradesh,452001,452001,"286, Blue Nagar, T Nagar, Indore","286, Blue Nagar, T Nagar, Indore",False,None,None,Zone C,90.56,True,2024-08-02 09:05:00,31,8,2024
ORD009416,CUST00058,Mumbai,Gujarat,400069,400069,"266, Golden Chowk, Koramangala, Mumbai | State: Gujarat","266, Golden Chowk, Koramangala, Mumbai",True,Wrong City-State,Manual Review,Zone B,40.4,False,2024-09-25 18:39:00,39,9,2024
ORD009417,CUST00023,Bengaluru,Karnataka,560100,560100,"950, Sunrise Avenue, Madhapur, Bengaluru","950, Sunrise Avenue, Madhapur, Bengaluru",False,None,None,Zone D,98.11,True,2024-10-20 09:11:00,42,10,2024
ORD009418,CUST01591,Hyderabad,Telangana,500001,500001,"8851, Blue Lane, Borivali, Hyderabad","272, Blue Lane, Borivali, Hyderabad",True,Incorrect House Number,Customer Feedback,Zone B,74.16,False,2024-07-05 21:12:00,27,7,2024
ORD009419,CUST03016,Lucknow,Uttar Pradesh,226001,226001,"517, Royal Avenue, Kothrud, Lucknow","517, Royal Avenue, Kothrud, Lucknow",False,None,None,Zone C,89.61,True,2024-09-28 21:03:00,39,9,2024
ORD009420,CUST02699,Bengaluru,Karnataka,560040,560040,"386, Silver Marg, Navrangpura, Indore","438, Green Valley Street, Kalyani Nagar, Bengaluru",True,Duplicate Address,Postal Database,Zone E,60.03,False,2024-06-11 11:10:00,24,6,2024
ORD009421,CUST03849,Mumbai,Maharashtra,400051,400051,"24, Golden Chowk, Salt Lake, Mumbai","24, Golden Chowk, Salt Lake, Mumbai",False,None,None,Zone D,99.8,True,2024-09-30 04:54:00,40,9,2024
ORD009422,CUST00411,Delhi,Delhi,110020,110020,"857, Sunrise Road, Jubilee Hills, Delhi","857, Sunrise Road, Jubilee Hills, Delhi",False,None,None,Zone B,95.4,True,2024-07-08 01:38:00,28,7,2024
ORD009423,CUST00737,Surat,Gujarat,395001,395001,"440, Golden Nagar, Satellite, Vadodara","813, Royal Road, Viman Nagar, Surat",True,Duplicate Address,AI Model,Zone D,64.9,True,2024-06-22 08:09:00,25,6,2024
ORD009424,CUST02370,Ahmedabad,Gujarat,380059,380059,"476, Silver Nagar, OMR, Ahmedabad","476, Silver Nagar, OMR, Ahmedabad",False,None,None,Zone C,91.93,True,2024-10-17 12:17:00,42,10,2024
ORD009425,CUST01877,Lucknow,Uttar Pradesh,226001,226001,"77, Silver Lane, Borivali, Lucknow","77, Silver Lane, Borivali, Lucknow",False,None,None,Zone E,98.08,True,2024-09-03 12:13:00,36,9,2024
ORD009426,CUST03601,Chennai,Tamil Nadu,600020,600020,"525, Blue Lane, Anna Nagar, Chennai","525, Blue Lane, Anna Nagar, Chennai",False,None,None,Zone D,89.93,True,2024-01-30 19:45:00,5,1,2024
ORD009427,CUST01887,Bhopal,Madhya Pradesh,462001,462001,"30, Sunrise Lane, Civil Lines, Bhopal (no landmark)","30, Sunrise Lane, Civil Lines, Bhopal",True,Missing Landmark,Customer Feedback,Zone B,63.84,False,2024-07-06 07:38:00,27,7,2024
ORD009428,CUST03434,Chennai,Tamil Nadu,600001,600001,"637, Silver Lane, Lajpat Nagar, Chennai (no landmark)","637, Silver Lane, Lajpat Nagar, Chennai",True,Missing Landmark,Manual Review,Zone D,66.76,False,2024-05-18 12:37:00,20,5,2024
ORD009429,CUST00281,Coimbatore,Tamil Nadu,641001,641001,"99, Park Nagar, Navrangpura, Coimbatore","99, Park Nagar, Navrangpura, Coimbatore",False,None,None,Zone C,93.4,True,2024-12-07 07:54:00,49,12,2024
ORD009430,CUST02661,Mumbai,Maharashtra,400031,400001,"823, Green Valley Marg, Salt Lake, Mumbai","823, Green Valley Marg, Salt Lake, Mumbai",True,Pincode Mismatch,Customer Feedback,Zone A,53.64,True,2024-09-09 14:35:00,37,9,2024
ORD009431,CUST02702,Pune,Maharashtra,411001,411001,"194, Blue Street, New Alipore, Pune","194, Blue Street, New Alipore, Pune",False,None,None,Zone B,98.6,True,2024-04-04 07:34:00,14,4,2024
ORD009432,CUST00853,Ahmedabad,Gujarat,380001,380001,"826, Sunrise Road, Viman Nagar, Ahmadabad","826, Sunrise Road, Viman Nagar, Ahmedabad",True,Spelling Error,GPS Verification,Zone D,56.45,False,2024-11-17 01:22:00,46,11,2024
ORD009433,CUST02416,Hyderabad,Telangana,500001,500001,"186, Kondapur, Hyderabad","186, Blue Chowk, Kondapur, Hyderabad",True,Missing Locality,AI Model,Zone C,66.77,True,2024-03-07 04:37:00,10,3,2024
ORD009434,CUST03040,Chennai,Tamil Nadu,620001,600001,"65, Golden Road, Indiranagar, Chennai","65, Golden Road, Indiranagar, Chennai",True,Pincode Mismatch,AI Model,Zone E,45.99,False,2024-04-22 10:18:00,17,4,2024
ORD009435,CUST00591,Patna,Bihar,800001,800001,"671, Shanti Nagar, Kalyani Nagar, Patna","671, Shanti Nagar, Kalyani Nagar, Patna",False,None,None,Zone C,88.57,True,2024-10-20 12:16:00,42,10,2024
ORD009436,CUST01792,Ahmedabad,Rajasthan,380059,380059,"225, Park Marg, Rohini, Ahmedabad | State: Rajasthan","225, Park Marg, Rohini, Ahmedabad",True,Wrong City-State,Postal Database,Zone E,36.08,False,2024-06-22 09:02:00,25,6,2024
ORD009437,CUST00587,Pune,Gujarat,411014,411014,"429, Shanti Avenue, Madhapur, Pune | State: Gujarat","429, Shanti Avenue, Madhapur, Pune",True,Wrong City-State,Postal Database,Zone E,39.56,False,2024-06-02 13:32:00,22,6,2024
ORD009438,CUST03718,Kolkata,West Bengal,700001,700001,"401, Silver Colony, Navrangpura, Kolkata","401, Silver Colony, Navrangpura, Kolkata",False,None,None,Zone A,90.97,True,2024-05-18 09:46:00,20,5,2024
ORD009439,CUST00711,Nagpur,Maharashtra,440001,440001,"488, Blue Colony, Juhu, Kolkata","509, Blue Street, Velachery, Nagpur",True,Duplicate Address,AI Model,Zone C,71.12,True,2024-05-15 20:03:00,20,5,2024
ORD009440,CUST03205,Ahmedabad,Gujarat,380001,380001,"857, Blue Road, Tollygunge, Ahmedabad","857, Blue Road, Tollygunge, Ahmedabad",False,None,None,Zone E,92.04,True,2024-06-14 18:42:00,24,6,2024
ORD009441,CUST02887,Vadodara,Gujarat,390001,390001,"327, Park Street","327, Park Street, Sanganer, Vadodara",True,Incomplete Address,Customer Feedback,Zone C,43.83,True,2024-02-06 17:11:00,6,2,2024
ORD009442,CUST00400,Delhi,Delhi,110001,110001,"996, Shanti Avenue","996, Shanti Avenue, Dwarka, Delhi",True,Incomplete Address,Manual Review,Zone D,42.83,False,2024-05-14 13:34:00,20,5,2024
ORD009443,CUST01387,Indore,Madhya Pradesh,452001,452001,"398, Shanti Lane, Koramangala, Indore","398, Shanti Lane, Koramangala, Indore",True,Spelling Error,Manual Review,Zone B,67.08,True,2024-09-22 10:09:00,38,9,2024
ORD009444,CUST02559,Jaipur,Rajasthan,302001,302001,"161, Park Road, Kothrud, Jaipar","161, Park Road, Kothrud, Jaipur",True,Spelling Error,AI Model,Zone B,80.39,False,2024-09-15 15:09:00,37,9,2024
ORD009445,CUST00544,Indore,Madhya Pradesh,452001,452001,"488, Blue Colony, Juhu, Kolkata","698, Golden Street, Tollygunge, Indore",True,Duplicate Address,Postal Database,Zone B,64.54,False,2024-09-19 12:19:00,38,9,2024
ORD009446,CUST01067,Delhi,Delhi,110020,110020,"8290, Shanti Nagar, Kothrud, Delhi","143, Shanti Nagar, Kothrud, Delhi",True,Incorrect House Number,Manual Review,Zone A,58.24,False,2024-08-21 18:06:00,34,8,2024
ORD009447,CUST02638,Pune,Maharashtra,411001,411001,"992, Blue Avenue, Koramangala, Pune","992, Blue Avenue, Koramangala, Pune",False,None,None,Zone E,88.45,True,2024-07-24 14:41:00,30,7,2024
ORD009448,CUST01557,Bengaluru,Karnataka,560040,560040,"428, Shanti Street, Adyar, Bengaluru","428, Shanti Street, Adyar, Bengaluru",False,None,None,Zone C,92.17,True,2024-04-27 04:14:00,17,4,2024
ORD009449,CUST00931,Nagpur,Maharashtra,440001,440001,"5278, Blue Marg, Dadar, Nagpur","841, Blue Marg, Dadar, Nagpur",True,Incorrect House Number,GPS Verification,Zone A,77.75,True,2024-05-15 15:30:00,20,5,2024
ORD009450,CUST01762,Bhopal,Madhya Pradesh,462001,462001,"464, Green Valley Marg, Kothrud, Bhopal","464, Green Valley Marg, Kothrud, Bhopal",True,Street Name Error,AI Model,Zone E,72.87,True,2024-11-13 14:47:00,46,11,2024
ORD009451,CUST03211,Ahmedabad,Gujarat,380059,380059,"694, Green Valley Nagar","694, Green Valley Nagar, Civil Lines, Ahmedabad",True,Incomplete Address,Manual Review,Zone D,42.74,False,2024-08-19 05:06:00,34,8,2024
ORD009452,CUST03960,Chennai,Tamil Nadu,600020,600020,"122, Silver Road, New Alipore, Chennai","122, Silver Road, New Alipore, Chennai",False,None,None,Zone A,97.49,True,2024-02-15 02:00:00,7,2,2024
ORD009453,CUST03849,Ahmedabad,Gujarat,380001,380001,"674, Shanti Avenue, Whitefield, Ahmedabad","674, Shanti Avenue, Whitefield, Ahmedabad",False,None,None,Zone D,90.24,True,2024-09-26 19:26:00,39,9,2024
ORD009454,CUST00243,Pune,Maharashtra,411001,411001,"147, Silver Avenue, Jubilee Hills, Pune","147, Silver Avenue, Jubilee Hills, Pune",False,None,None,Zone E,88.62,True,2024-07-12 14:24:00,28,7,2024
ORD009455,CUST01913,Kolkata,West Bengal,700001,700001,"552, Sunrise Street, T Nagar, Kolkata","552, Sunrise Street, T Nagar, Kolkata",False,None,None,Zone E,88.79,True,2024-01-12 14:15:00,2,1,2024
ORD009456,CUST03863,Ahmedabad,Gujarat,380059,380059,"3804, Green Valley Marg, Salt Lake, Ahmedabad","277, Green Valley Marg, Salt Lake, Ahmedabad",True,Incorrect House Number,GPS Verification,Zone B,67.62,True,2024-10-29 11:25:00,44,10,2024
ORD009457,CUST03277,Patna,Bihar,800001,800001,"640, Shanti Road, Deccan, Patna","640, Shanti Road, Deccan, Patna",True,Street Name Error,Manual Review,Zone B,57.14,True,2024-10-31 04:46:00,44,10,2024
ORD009458,CUST03934,Delhi,Delhi,110092,110092,"633, Green Valley Street, Kalyani Nagar, Delhi","633, Green Valley Street, Kalyani Nagar, Delhi",False,None,None,Zone E,95.52,True,2024-03-27 21:53:00,13,3,2024
ORD009459,CUST01555,Kanpur,Uttar Pradesh,201001,208001,"474, Royal Road, Gachibowli, Kanpur","474, Royal Road, Gachibowli, Kanpur",True,Pincode Mismatch,Customer Feedback,Zone B,32.62,False,2024-05-16 08:44:00,20,5,2024
ORD009460,CUST01419,Hyderabad,Telangana,500032,500032,"656, Royal Avenue, Dwarka, Hyderabad","656, Royal Avenue, Dwarka, Hyderabad",False,None,None,Zone C,91.95,True,2024-09-16 17:36:00,38,9,2024
ORD009461,CUST02178,Delhi,Delhi,110020,110020,"841, Sanganer, Delhi","841, Shanti Lane, Sanganer, Delhi",True,Missing Locality,Customer Feedback,Zone E,47.03,True,2024-05-16 02:31:00,20,5,2024
ORD009462,CUST02320,Mumbai,Maharashtra,400069,400069,"371, Royal Avenue","371, Royal Avenue, Andheri West, Mumbai",True,Incomplete Address,Manual Review,Zone E,68.26,True,2024-05-28 15:38:00,22,5,2024
ORD009463,CUST00094,Nagpur,Maharashtra,440001,440001,"572, Golden Avenue, Navrangpura, Nagpur","572, Golden Avenue, Navrangpura, Nagpur",True,Street Name Error,Customer Feedback,Zone A,60.18,False,2024-10-27 23:34:00,43,10,2024
ORD009464,CUST00838,Jaipur,Rajasthan,302017,302017,"846, Park Colony, Behala, Delhi","885, Green Valley Lane, Jubilee Hills, Jaipur",True,Duplicate Address,GPS Verification,Zone D,56.4,False,2024-09-02 04:06:00,36,9,2024
ORD009465,CUST03136,Kolkata,West Bengal,700001,700001,"33, Shanti Rd., Lajpat Nagar, Kolkata","33, Shanti Street, Lajpat Nagar, Kolkata",True,Street Name Error,Postal Database,Zone C,79.89,True,2024-05-12 07:56:00,19,5,2024
ORD009466,CUST03418,Lucknow,Uttar Pradesh,226001,226001,"795, Green Valley Road, Malviya Nagar, Lucknow","795, Green Valley Road, Malviya Nagar, Lucknow",False,None,None,Zone C,91.55,True,2024-05-19 16:31:00,20,5,2024
ORD009467,CUST00337,Pune,Maharashtra,411001,411001,"800, Golden Colony, Dwarka, Pune","800, Golden Colony, Dwarka, Pune",False,None,None,Zone E,88.41,True,2024-06-21 17:47:00,25,6,2024
ORD009468,CUST00005,Surat,Gujarat,395001,395001,"135, Royal Nagar, Koramangala, Surat","135, Royal Nagar, Koramangala, Surat",False,None,None,Zone C,94.67,True,2024-05-14 17:17:00,20,5,2024
ORD009469,CUST02974,Vadodara,Gujarat,390001,390001,"24, T Nagar, Vadodara","24, Golden Nagar, T Nagar, Vadodara",True,Missing Locality,Manual Review,Zone B,49.27,False,2024-11-03 21:47:00,44,11,2024
ORD009470,CUST01330,Patna,Bihar,800001,800001,"5692, Silver Nagar, Banjara Hills, Patna","201, Silver Nagar, Banjara Hills, Patna",True,Incorrect House Number,Customer Feedback,Zone E,60.92,True,2024-09-18 03:36:00,38,9,2024
ORD009471,CUST02186,Ahmedabad,Gujarat,380059,380059,"5596, Blue Nagar, Behala, Ahmedabad","397, Blue Nagar, Behala, Ahmedabad",True,Incorrect House Number,AI Model,Zone B,61.91,True,2024-03-12 13:44:00,11,3,2024
ORD009472,CUST03388,Bhopal,Madhya Pradesh,462001,462001,"225, Shanti Chowk, Satellite, Bhopal","225, Shanti Chowk, Satellite, Bhopal",False,None,None,Zone D,89.57,True,2024-05-19 01:41:00,20,5,2024
ORD009473,CUST00722,Bengaluru,Karnataka,560040,560040,"768, Silver Nagar, Sanganer, Bengaluru","768, Silver Nagar, Sanganer, Bengaluru",False,None,None,Zone B,93.9,True,2024-10-21 02:37:00,43,10,2024
ORD009474,CUST03035,Ahmedabad,Gujarat,380091,380001,"366, Park Marg, Bodakdev, Ahmedabad","366, Park Marg, Bodakdev, Ahmedabad",True,Pincode Mismatch,GPS Verification,Zone C,58.22,True,2024-10-30 15:33:00,44,10,2024
ORD009475,CUST00140,Delhi,Delhi,110092,110092,"702, OMR, Delhi","702, Silver Road, OMR, Delhi",True,Missing Locality,Manual Review,Zone C,41.0,False,2024-05-04 13:59:00,18,5,2024
ORD009476,CUST01452,Pune,Maharashtra,411001,411001,"298, Park Marg, Sanganer, Pune","298, Park Marg, Sanganer, Pune",False,None,None,Zone D,96.87,True,2024-06-03 07:47:00,23,6,2024
ORD009477,CUST01755,Delhi,Delhi,110020,110020,"165, Silver Lane, Satellite, Delhi","165, Silver Lane, Satellite, Delhi",False,None,None,Zone B,95.73,True,2024-03-29 05:33:00,13,3,2024
ORD009478,CUST02403,Kolkata,West Bengal,700046,700046,"331, Silver Lane","331, Silver Lane, Karol Bagh, Kolkata",True,Incomplete Address,GPS Verification,Zone D,63.12,True,2024-04-09 10:09:00,15,4,2024
ORD009479,CUST02269,Hyderabad,Telangana,500032,500032,"666, Green Valley Avenue","666, Green Valley Avenue, Madhapur, Hyderabad",True,Incomplete Address,AI Model,Zone D,42.92,True,2024-12-13 11:24:00,50,12,2024
ORD009480,CUST02515,Indore,Madhya Pradesh,452001,452001,"336, Shanti Avenue, Kothrud, Indore","336, Shanti Avenue, Kothrud, Indore",False,None,None,Zone D,91.01,True,2024-06-04 07:38:00,23,6,2024
ORD009481,CUST00339,Coimbatore,Tamil Nadu,641001,641001,"9891, Shanti Colony, Deccan, Coimbatore","984, Shanti Colony, Deccan, Coimbatore",True,Incorrect House Number,Customer Feedback,Zone D,56.28,False,2024-09-01 02:17:00,35,9,2024
ORD009482,CUST02235,Ahmedabad,Gujarat,380001,380001,"22, Blue Lane, Sanganer, Ahmedabad","22, Blue Lane, Sanganer, Ahmedabad",False,None,None,Zone E,91.13,True,2024-04-24 06:43:00,17,4,2024
ORD009483,CUST00279,Kolkata,West Bengal,700046,700046,"880, Sunrise Avenue, Lajpat Nagar, Calcutta","880, Sunrise Avenue, Lajpat Nagar, Kolkata",True,Spelling Error,Manual Review,Zone D,80.9,True,2024-10-06 05:54:00,40,10,2024
ORD009484,CUST02723,Chennai,Tamil Nadu,600001,600001,"857, Golden Colony, Connaught Place, Chennai","857, Golden Colony, Connaught Place, Chennai",False,None,None,Zone E,98.96,True,2024-05-09 22:30:00,19,5,2024
ORD009485,CUST03263,Delhi,Delhi,110001,110001,"7754, Sunrise Nagar, Vastrapur, Delhi","456, Sunrise Nagar, Vastrapur, Delhi",True,Incorrect House Number,AI Model,Zone C,67.32,True,2024-01-25 08:07:00,4,1,2024
ORD009486,CUST03624,Delhi,Delhi,110201,110001,"361, Sunrise Avenue, Behala, Delhi","361, Sunrise Avenue, Behala, Delhi",True,Pincode Mismatch,Customer Feedback,Zone E,39.14,True,2024-02-02 16:47:00,5,2,2024
ORD009487,CUST03833,Chennai,Tamil Nadu,600001,600001,"917, Park Chowk, Kothrud, Chennai (no landmark)","917, Park Chowk, Kothrud, Chennai",True,Missing Landmark,GPS Verification,Zone A,84.76,True,2024-07-13 02:15:00,28,7,2024
ORD009488,CUST00706,Delhi,Delhi,110020,110020,"85, Sunrise Street, Lajpat Nagar, Delhi","85, Sunrise Street, Lajpat Nagar, Delhi",False,None,None,Zone D,99.05,True,2024-11-21 04:17:00,47,11,2024
ORD009489,CUST00894,Bengaluru,Karnataka,560160,560100,"168, Park Chowk, Borivali, Bengaluru","168, Park Chowk, Borivali, Bengaluru",True,Pincode Mismatch,GPS Verification,Zone C,48.75,False,2024-03-08 14:38:00,10,3,2024
ORD009490,CUST02551,Hyderabad,Telangana,500032,500032,"689, Anna Nagar, Hyderabad","689, Golden Avenue, Anna Nagar, Hyderabad",True,Missing Locality,AI Model,Zone C,52.17,True,2024-07-29 06:03:00,31,7,2024
ORD009491,CUST03991,Chennai,Tamil Nadu,600020,600020,"338, Park Street, Rohini, Chennai","338, Park Street, Rohini, Chennai",True,Street Name Error,AI Model,Zone B,61.28,False,2024-12-16 07:40:00,51,12,2024
ORD009492,CUST01272,Delhi,Delhi,110020,110020,"750, Green Valley Marg, Navrangpura, Delhi","750, Green Valley Marg, Navrangpura, Delhi",False,None,None,Zone A,96.85,True,2024-01-07 09:37:00,1,1,2024
ORD009493,CUST00875,Delhi,Delhi,110020,110020,"4067, Park Road, Deccan, Delhi","661, Park Road, Deccan, Delhi",True,Incorrect House Number,Customer Feedback,Zone B,77.34,True,2024-01-12 19:30:00,2,1,2024
ORD009494,CUST03704,Nagpur,Maharashtra,440001,440001,"6622, Blue Avenue, Sanganer, Nagpur","68, Blue Avenue, Sanganer, Nagpur",True,Incorrect House Number,Postal Database,Zone B,81.68,True,2024-07-25 15:13:00,30,7,2024
ORD009495,CUST02600,Nagpur,Maharashtra,440001,440001,"895, Green Valley Colony, New Alipore, Nagpur","895, Green Valley Colony, New Alipore, Nagpur",False,None,None,Zone A,94.02,True,2024-02-02 06:44:00,5,2,2024
ORD009496,CUST02110,Pune,Maharashtra,411014,411014,"252, Royal Colony, HSR Layout, Pune","252, Royal Colony, HSR Layout, Pune",False,None,None,Zone A,95.92,True,2024-09-12 17:43:00,37,9,2024
ORD009497,CUST00503,Ahmedabad,Gujarat,380059,380059,"127, Viman Nagar, Ahmedabad","127, Silver Colony, Viman Nagar, Ahmedabad",True,Missing Locality,Customer Feedback,Zone C,41.57,False,2024-11-05 03:31:00,45,11,2024
ORD009498,CUST00894,Hyderabad,Andhra Pradesh,500032,500032,"581, Silver Street, Tollygunge, Hyderabad | State: Andhra Pradesh","581, Silver Street, Tollygunge, Hyderabad",True,Wrong City-State,GPS Verification,Zone A,35.2,True,2024-08-28 22:47:00,35,8,2024
ORD009499,CUST00091,Mumbai,Maharashtra,400001,400001,"626, Silver Colony, Dadar, Mumbai","626, Silver Colony, Dadar, Mumbai",False,None,None,Zone B,90.53,True,2024-12-20 09:39:00,51,12,2024
ORD009500,CUST00787,Kolkata,West Bengal,700001,700001,"850, Shanti Lane, Juhu, Jaipur","611, Silver Nagar, Andheri West, Kolkata",True,Duplicate Address,Manual Review,Zone A,74.77,True,2024-02-16 20:36:00,7,2,2024
ORD009501,CUST03612,Lucknow,Uttar Pradesh,226001,226001,"896, Green Valley Nagar, Velachery, Lucknow","896, Green Valley Nagar, Velachery, Lucknow",False,None,None,Zone B,91.68,True,2024-02-14 21:58:00,7,2,2024
ORD009502,CUST02689,Delhi,Delhi,110001,110001,"999, Blue Chowk, Park Street, Delhi (no landmark)","999, Blue Chowk, Park Street, Delhi",True,Missing Landmark,Customer Feedback,Zone A,61.46,False,2024-02-13 07:41:00,7,2,2024
ORD009503,CUST01906,Vadodara,Gujarat,394001,390001,"25, Golden Marg, Satellite, Vadodara","25, Golden Marg, Satellite, Vadodara",True,Pincode Mismatch,Postal Database,Zone B,36.79,True,2024-11-26 16:15:00,48,11,2024
ORD009504,CUST02289,Coimbatore,Tamil Nadu,641001,641001,"647, Tollygunge, Coimbatore","647, Sunrise Avenue, Tollygunge, Coimbatore",True,Missing Locality,AI Model,Zone A,40.83,True,2024-05-18 19:13:00,20,5,2024
ORD009505,CUST00061,Mumbai,Maharashtra,400001,400001,"597, Sunrise Nagar, Navrangpura, Mumbai","597, Sunrise Nagar, Navrangpura, Mumbai",False,None,None,Zone E,88.01,True,2024-06-29 15:43:00,26,6,2024
ORD009506,CUST00093,Kolkata,Odisha,700001,700001,"112, Shanti Nagar, Jubilee Hills, Kolkata | State: Odisha","112, Shanti Nagar, Jubilee Hills, Kolkata",True,Wrong City-State,GPS Verification,Zone B,56.65,False,2024-01-15 04:33:00,3,1,2024
ORD009507,CUST01680,Delhi,Delhi,110092,110092,"100, Silver Street, Borivali, Delhy","100, Silver Street, Borivali, Delhi",True,Spelling Error,Customer Feedback,Zone B,83.3,True,2024-07-11 10:03:00,28,7,2024
ORD009508,CUST02704,Chennai,Tamil Nadu,600020,600020,"605, Silver Marg, Karol Bagh, Chennai (no landmark)","605, Silver Marg, Karol Bagh, Chennai",True,Missing Landmark,Postal Database,Zone C,72.98,True,2024-02-09 00:25:00,6,2,2024
ORD009509,CUST02408,Delhi,Delhi,110092,110092,"447, Royal Avenue","447, Royal Avenue, HSR Layout, Delhi",True,Incomplete Address,Customer Feedback,Zone B,40.85,False,2024-01-31 07:11:00,5,1,2024
ORD009510,CUST00179,Delhi,Delhi,110092,110092,"844, Shanti Lane, Deccan, Delhy","844, Shanti Lane, Deccan, Delhi",True,Spelling Error,Postal Database,Zone B,67.92,True,2024-12-06 11:44:00,49,12,2024
ORD009511,CUST03541,Bengaluru,Tamil Nadu,560040,560040,"970, Green Valley Colony, Rohini, Bengaluru | State: Tamil Nadu","970, Green Valley Colony, Rohini, Bengaluru",True,Wrong City-State,Customer Feedback,Zone A,49.49,False,2024-08-16 14:05:00,33,8,2024
ORD009512,CUST03846,Delhi,Delhi,110092,110092,"634, Blue Colony, Gachibowli, Delhi","634, Blue Colony, Gachibowli, Delhi",False,None,None,Zone B,95.75,True,2024-12-15 11:23:00,50,12,2024
ORD009513,CUST01465,Pune,Maharashtra,711014,411014,"52, Golden Nagar, Satellite, Pune","52, Golden Nagar, Satellite, Pune",True,Pincode Mismatch,Customer Feedback,Zone C,46.79,False,2024-01-06 10:55:00,1,1,2024
ORD009514,CUST03536,Bengaluru,Karnataka,560100,560100,"278, Golden Colony, New Alipore, Bengaluru","278, Golden Colony, New Alipore, Bengaluru",False,None,None,Zone E,98.23,True,2024-10-02 12:29:00,40,10,2024
ORD009515,CUST02918,Chennai,Tamil Nadu,600001,600001,"476, Rohini, Chennai","476, Silver Lane, Rohini, Chennai",True,Missing Locality,AI Model,Zone A,58.43,False,2024-03-14 08:39:00,11,3,2024
ORD009516,CUST03952,Bengaluru,Karnataka,590001,560001,"194, Park Lane, Sanganer, Bengaluru","194, Park Lane, Sanganer, Bengaluru",True,Pincode Mismatch,GPS Verification,Zone B,30.35,False,2024-02-17 16:26:00,7,2,2024
ORD009517,CUST01020,Hyderabad,Telangana,500001,500001,"827, Shanti Chowk, Tollygunge, Hyderabad","827, Shanti Chowk, Tollygunge, Hyderabad",False,None,None,Zone A,93.28,True,2024-05-28 17:37:00,22,5,2024
ORD009518,CUST00633,Chennai,Tamil Nadu,600020,600020,"941, Sunrise Road, Bandra East, Chennai","941, Sunrise Road, Bandra East, Chennai",False,None,None,Zone E,97.36,True,2024-03-29 08:07:00,13,3,2024
ORD009519,CUST01012,Mumbai,Maharashtra,400051,400051,"973, Shanti Lane, Bandra East, Kolkata","884, Silver Chowk, Madhapur, Mumbai",True,Duplicate Address,Postal Database,Zone A,72.76,True,2024-12-07 04:10:00,49,12,2024
ORD009520,CUST02812,Patna,Bihar,800001,800001,"346, Royal Nagar, Lajpat Nagar, Patna","346, Royal Nagar, Lajpat Nagar, Patna",True,Street Name Error,Manual Review,Zone B,74.66,True,2024-12-27 09:55:00,52,12,2024
ORD009521,CUST03771,Mumbai,Maharashtra,400001,400001,"815, Shanti Lane, Kondapur, Mumbai","815, Shanti Lane, Kondapur, Mumbai",False,None,None,Zone C,93.21,True,2024-02-22 08:39:00,8,2,2024
ORD009522,CUST00687,Mumbai,Maharashtra,400059,400051,"606, Shanti Colony, Behala, Mumbai","606, Shanti Colony, Behala, Mumbai",True,Pincode Mismatch,GPS Verification,Zone A,55.2,True,2024-04-02 01:14:00,14,4,2024
ORD009523,CUST02586,Delhi,Delhi,110092,110092,"689, Silver Colony, Banjara Hills, Delhi","689, Silver Colony, Banjara Hills, Delhi",False,None,None,Zone D,88.92,True,2024-03-06 02:43:00,10,3,2024
ORD009524,CUST00769,Vadodara,Gujarat,390001,390001,"812, Royal Nagar, Lajpat Nagar, Vadodara","812, Royal Nagar, Lajpat Nagar, Vadodara",False,None,None,Zone B,99.38,True,2024-06-13 01:59:00,24,6,2024
ORD009525,CUST02407,Bengaluru,Karnataka,560030,560040,"497, Royal Chowk, Bandra East, Bengaluru","497, Royal Chowk, Bandra East, Bengaluru",True,Pincode Mismatch,Customer Feedback,Zone D,55.11,True,2024-11-02 21:45:00,44,11,2024
